capacity_mw,generation_gwh_2016,generation_gwh_2017,generation_gwh_2015,generation_gwh_2018,generation_gwh_2014,generation_gwh_2013,primary_fuel,estimated_generation_gwh_2015,estimated_generation_gwh_2014,generation_gwh_2019,estimated_generation_gwh_2013,estimated_generation_gwh_2016,source,longitude,geolocation_source,owner,plant_age_years,year_of_capacity_data,latitude,estimated_generation_gwh_2017
6.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,16.26,16.26,11.7585,11.52,19.14,742,104.0956,24,8800,17.0,2019.0,33.7067,16.26
15.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,45.88,45.88,11.7585,34.05,53.09,742,104.28,24,8800,17.0,2019.0,33.41,45.88
75.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,311.64,305.58,11.7585,265.76,337.83,742,102.1167,24,8800,17.0,2019.0,30.0167,314.25
20.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,34.34,34.48,11.7585,33.85,34.31,773,119.17,28,8800,17.0,2019.0,34.791,35.0
40.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,65.1,63.56,11.7585,62.78,63.48,773,119.173,28,8800,17.0,2019.0,34.728,64.46
50.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,77.17,76.16,11.7585,84.48,76.42,773,100.206,28,8800,17.0,2019.0,38.845,76.51
252.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,968.45,968.45,11.7585,792.39,1054.31,330,111.3406,12,8800,17.0,2019.0,30.3976,968.45
15.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,24.77,23.34,11.7585,24.5,24.42,773,88.969,28,8800,17.0,2019.0,43.157,24.62
15.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,24.42,24.34,11.7585,23.95,24.95,773,106.692,28,8800,17.0,2019.0,38.706,24.84
50.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,76.61,76.31,11.7585,75.71,78.27,773,106.682,28,8800,17.0,2019.0,38.694,78.02
25.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,38.56,38.38,11.7585,37.86,39.36,773,106.686,28,8800,17.0,2019.0,38.699,39.22
50.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,72.36,75.12,11.7585,78.05,71.74,773,99.624,28,8800,17.0,2019.0,39.313,72.35
100.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,151.59,147.91,11.7585,156.96,150.0,773,99.527,28,8800,17.0,2019.0,39.283,148.09
40.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,60.02,58.42,11.7585,61.1,59.12,773,99.544,28,8800,17.0,2019.0,39.282,58.65
75.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,113.97,110.96,11.7585,118.0,112.77,773,99.56,28,8800,17.0,2019.0,39.274,111.34
50.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,75.05,72.29,11.7585,77.68,74.43,773,99.486,28,8800,17.0,2019.0,39.286,73.43
20.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,30.63,31.82,11.7585,33.02,30.42,773,99.607,28,8800,17.0,2019.0,39.323,30.64
25.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,41.73,41.04,11.7585,40.96,42.55,773,119.624,28,8800,17.0,2019.0,32.979,42.21
100.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,163.94,161.26,11.7585,159.29,165.97,773,119.603,28,8800,17.0,2019.0,32.972,166.21
8.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,13.92,13.8,11.7585,13.84,14.22,773,119.641,28,8800,17.0,2019.0,32.972,14.03
5.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,8.75,8.69,11.7585,8.61,8.94,773,119.619,28,8800,17.0,2019.0,32.969,8.81
12.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,21.41,21.06,11.7585,21.07,21.85,773,119.669,28,8800,17.0,2019.0,32.963,21.69
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,17.75,17.83,11.7585,16.9,17.88,773,119.298,28,8800,17.0,2019.0,32.25,17.16
45.0,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,27.555,742,121.0341,24,8800,17.0,2019.0,29.8479,83.5
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,16.27,16.48,11.7585,15.65,16.77,742,95.2691,24,8800,17.0,2019.0,36.3765,16.9
1200.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,4692.71,4692.71,11.7585,3833.12,5101.79,120,111.14,26,8800,30.0,2019.0,30.47,4692.71
390.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,1331.73,1331.73,11.7585,1073.89,1476.08,330,102.0574,12,9416,17.0,2019.0,22.7049,1350.23
37.6,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,27.555,117,122.71,26,8800,17.0,2019.0,44.63,69.77
80.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,277.9,293.37,11.7585,239.49,321.85,330,108.9683,12,4048,15.0,2019.0,19.1801,277.9
3190.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,26.83,28.25,11.7585,27.62,27.555,260,111.2695,26,8800,38.0,2019.0,30.7397,11740.72
100.2,22.563,18.273,26.0715,13.0125,23.489,23.095,7,178.94,178.76,11.7585,184.6,191.16,773,95.167,28,8800,17.0,2019.0,36.399,185.83
150.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,267.27,266.99,11.7585,275.07,285.56,773,95.155,28,8800,17.0,2019.0,36.392,277.57
60.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,106.56,105.17,11.7585,108.41,113.01,773,95.111,28,8800,17.0,2019.0,36.389,108.91
55.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,98.76,96.44,11.7585,99.47,103.62,773,95.105,28,8800,17.0,2019.0,36.4,99.5
20.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,35.81,35.65,11.7585,36.32,37.71,773,95.167,28,8800,17.0,2019.0,36.383,37.32
45.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,79.39,78.6,11.7585,81.86,83.99,773,95.171,28,8800,17.0,2019.0,36.355,82.02
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,16.27,16.48,11.7585,15.87,16.77,773,95.23,28,8800,17.0,2019.0,36.333,16.89
50.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,89.02,90.49,11.7585,90.95,93.53,773,95.239,28,8800,17.0,2019.0,36.357,91.85
5.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,8.08,8.37,11.7585,8.12,8.52,773,95.235,28,8800,17.0,2019.0,36.366,8.47
15.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,26.54,26.57,11.7585,25.87,27.09,773,95.246,28,8800,17.0,2019.0,36.4,27.53
25.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,44.34,45.01,11.7585,44.48,46.38,773,95.269,28,8800,17.0,2019.0,36.408,45.75
5.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,8.07,8.37,11.7585,8.12,8.5,773,95.242,28,8800,17.0,2019.0,36.415,8.47
30.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,53.08,53.99,11.7585,53.57,55.62,773,95.262,28,8800,17.0,2019.0,36.397,54.78
50.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,87.96,87.7,11.7585,90.85,93.99,773,95.129,28,8800,17.0,2019.0,36.367,91.4
40.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,70.58,70.24,11.7585,72.29,75.4,773,95.115,28,8800,17.0,2019.0,36.367,73.0
60.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,105.71,105.21,11.7585,108.41,112.95,773,95.127,28,8800,17.0,2019.0,36.38,109.26
40.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,70.63,70.24,11.7585,72.29,75.48,773,95.1,28,8800,17.0,2019.0,36.367,72.79
25.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,43.92,43.7,11.7585,44.68,46.8,773,95.1,28,8800,17.0,2019.0,36.36,45.4
30.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,52.48,52.37,11.7585,53.95,56.03,773,95.158,28,8800,17.0,2019.0,36.364,54.63
20.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,35.99,35.65,11.7585,36.39,37.71,773,95.169,28,8800,17.0,2019.0,36.365,37.34
20.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,35.99,35.65,11.7585,36.39,37.63,773,95.17,28,8800,17.0,2019.0,36.364,37.34
200.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,356.36,355.58,11.7585,367.65,380.74,773,95.12,28,8800,17.0,2019.0,36.35,370.09
500.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,877.16,866.47,11.7585,891.23,920.23,773,95.19,28,8800,17.0,2019.0,36.34,905.78
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,16.01,16.2,11.7585,15.87,16.9,773,95.105,28,8800,17.0,2019.0,36.36,16.8
40.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,70.45,70.24,11.7585,72.62,75.27,773,95.123,28,8800,17.0,2019.0,36.36,73.2
25.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,43.81,43.75,11.7585,45.0,46.72,773,95.135,28,8800,17.0,2019.0,36.355,45.53
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,15.99,16.22,11.7585,15.95,16.87,773,95.145,28,8800,17.0,2019.0,36.352,16.86
11.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,19.12,19.1,11.7585,18.28,19.51,773,95.269,28,8800,17.0,2019.0,36.375,19.78
20.2,22.563,18.273,26.0715,13.0125,23.489,23.095,7,36.45,36.71,11.7585,36.54,37.75,773,95.247,28,8800,17.0,2019.0,36.393,37.78
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,16.18,16.48,11.7585,15.87,16.73,773,95.247,28,8800,17.0,2019.0,36.417,16.89
40.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,71.3,72.48,11.7585,72.7,74.73,773,95.249,28,8800,17.0,2019.0,36.414,73.56
20.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,36.13,36.41,11.7585,36.23,37.44,773,95.247,28,8800,17.0,2019.0,36.377,37.44
20.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,36.11,35.5,11.7585,36.19,37.63,773,95.198,28,8800,17.0,2019.0,36.377,37.44
20.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,35.99,35.5,11.7585,36.46,37.63,773,95.193,28,8800,17.0,2019.0,36.388,37.34
15.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,26.44,26.05,11.7585,26.05,27.24,773,95.193,28,8800,17.0,2019.0,36.395,27.46
15.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,26.27,26.05,11.7585,25.93,27.3,773,95.193,28,8800,17.0,2019.0,36.4,27.46
15.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,26.27,26.05,11.7585,25.98,27.3,773,95.195,28,8800,17.0,2019.0,36.404,27.46
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,15.99,16.14,11.7585,15.95,16.87,773,95.197,28,8800,17.0,2019.0,36.417,16.86
25.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,43.84,43.75,11.7585,45.0,46.72,773,95.17,28,8800,17.0,2019.0,36.376,45.63
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,16.19,16.48,11.7585,15.71,16.73,773,95.265,28,8800,17.0,2019.0,36.4,16.89
11.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,19.12,19.1,11.7585,18.34,19.51,773,95.257,28,8800,17.0,2019.0,36.36,19.78
12.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,20.91,20.83,11.7585,20.05,21.28,773,95.256,28,8800,17.0,2019.0,36.355,21.61
20.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,36.11,36.41,11.7585,36.23,37.44,773,95.24,28,8800,17.0,2019.0,36.399,37.44
100.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,248,120.8446,8,450,26.0,2019.0,31.3062,487.26
12.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,18.6,18.48,11.7585,18.19,18.53,741,130.51,26,8800,17.0,2019.0,44.68,18.8
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,17.77,17.85,11.7585,16.65,17.71,773,120.3,28,8800,17.0,2019.0,31.79,17.4
300.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,310,94.97,26,8800,20.0,2019.0,36.38,909.18
200.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,356.03,355.98,11.7585,366.77,380.74,741,95.157,26,4066,17.0,2019.0,36.4,370.09
20.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,36.19,35.47,11.7585,36.15,37.86,773,94.815,28,8800,17.0,2019.0,36.314,37.12
20.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,36.19,35.25,11.7585,36.22,37.9,773,94.8125,28,8800,17.0,2019.0,36.3183,37.2
60.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,106.98,104.47,11.7585,108.68,113.33,773,94.802,28,8800,17.0,2019.0,36.328,109.09
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,16.33,16.08,11.7585,15.91,16.96,773,94.809,28,8800,17.0,2019.0,36.337,16.71
50.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,89.63,87.09,11.7585,90.65,94.46,773,94.8096,28,8800,17.0,2019.0,36.3324,90.74
750.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,2351.52,2163.42,11.7585,1840.08,2605.6,774,99.335,26,8800,13.0,2019.0,25.59,2325.04
13.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,38.75,38.75,11.7585,28.5,45.0,742,104.019,24,8800,17.0,2019.0,33.245,38.75
39.75,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,27.555,117,115.27,26,8800,17.0,2019.0,41.75,73.76
1500.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,3876.82,5589.75,11.7585,3471.28,5876.6,120,102.23,26,8800,24.0,2019.0,35.88,4593.48
30.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,55.67,52.37,11.7585,53.58,56.15,773,100.534,28,8800,17.0,2019.0,36.178,54.77
200.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,377.67,355.98,11.7585,365.36,383.4,773,100.507,28,8800,17.0,2019.0,36.155,371.83
20.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,37.48,36.4,11.7585,36.32,36.96,773,100.647,28,8800,17.0,2019.0,36.265,36.7
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,16.15,16.48,11.7585,15.95,16.48,773,100.59,28,8800,17.0,2019.0,36.275,16.46
50.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,93.42,90.46,11.7585,91.06,92.4,773,100.57,28,8800,17.0,2019.0,36.287,90.18
100.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,189.25,178.4,11.7585,183.09,191.27,773,100.58,28,8800,17.0,2019.0,36.205,186.33
20.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,37.48,35.65,11.7585,36.07,37.79,773,100.565,28,8800,17.0,2019.0,36.196,37.43
30.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,55.67,52.37,11.7585,53.58,56.15,773,100.55,28,8800,17.0,2019.0,36.195,54.77
20.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,32.2,32.27,11.7585,31.69,32.36,773,114.614,28,8800,17.0,2019.0,41.34,32.9
50.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,75.85,75.79,11.7585,75.48,76.03,773,114.565,28,8800,17.0,2019.0,41.377,77.4
24.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,82.64,82.64,11.7585,61.13,94.18,742,98.5875,24,8800,17.0,2019.0,27.7944,82.64
24.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,82.64,82.64,11.7585,61.13,94.18,742,98.6053,24,8800,17.0,2019.0,27.745,82.64
2100.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,7298.35,7390.93,11.7585,5167.42,8496.89,774,103.48,26,8800,45.0,2019.0,29.31,7413.32
3000.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,9916.15,11767.01,11.7585,8574.45,12738.79,774,107.633,26,8800,15.0,2019.0,27.3744,11716.14
270.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,248,112.39,8,1286,15.0,2019.0,39.4133,1315.62
250.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,248,117.7271,8,3630,12.0,2019.0,38.925,1218.17
2400.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,8058.73,8340.97,11.7585,6920.5,9840.7,330,101.9025,12,2903,12.0,2019.0,27.8221,8472.37
2400.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,8058.73,8340.97,11.7585,6920.5,9840.7,222,101.88,26,8800,11.0,2019.0,27.82,8472.37
2400.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,248,106.8256,8,1284,20.0,2019.0,30.5288,11694.45
49.0,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,27.555,742,116.4304,24,8800,17.0,2019.0,23.1015,90.92
49.0,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,27.555,742,116.4806,24,8800,17.0,2019.0,23.1083,90.92
49.0,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,27.555,742,116.2994,24,8800,17.0,2019.0,23.038,90.92
7.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,25.94,23.41,11.7585,20.69,28.12,742,115.57,24,8800,17.0,2019.0,24.16,23.28
3200.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,248,116.5468,8,3685,13.0,2019.0,23.0056,15592.61
1080.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,741,114.61,26,3683,17.0,2019.0,22.76,3273.05
2000.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,248,114.7419,8,3680,14.0,2019.0,22.6059,9745.38
48.0,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,27.555,742,115.93,24,8800,17.0,2019.0,22.81,89.06
1200.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,248,113.1797,8,3680,17.0,2019.0,21.9691,5847.22
26.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,100.68,94.62,11.7585,83.02,138.89,742,115.0456,24,8800,17.0,2019.0,23.9322,97.42
49.0,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,27.555,742,116.3722,24,8800,17.0,2019.0,23.1283,90.92
25.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,101.21,97.48,11.7585,83.89,142.96,742,115.11,24,8800,17.0,2019.0,24.015,97.74
45.0,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,27.555,742,116.6783,24,8800,17.0,2019.0,23.36,83.5
3970.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,248,113.6807,8,3681,32.0,2019.0,22.7489,19344.58
20.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,82.27,79.57,11.7585,69.44,90.12,742,113.5378,24,8800,17.0,2019.0,24.8492,79.57
1800.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,248,113.5831,12,7398,13.0,2019.0,24.5852,8770.84
3.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,742,113.8412,24,8800,17.0,2019.0,22.8314,9.09
1083.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,741,113.85,26,7444,17.0,2019.0,22.51,3282.14
48.0,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,27.555,742,112.7697,24,8800,17.0,2019.0,21.5806,89.06
36.0,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,27.555,742,112.77,24,8800,17.0,2019.0,21.6058,66.8
49.0,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,27.555,742,111.6516,27,8800,17.0,2019.0,21.6351,90.92
49.0,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,27.555,742,111.2414,24,8800,17.0,2019.0,22.3308,90.92
49.0,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,27.555,742,110.4825,24,8800,17.0,2019.0,20.5803,90.92
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,15.99,16.14,11.7585,15.95,16.87,741,95.2,26,3682,17.0,2019.0,36.42,16.86
28.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,103.23,104.14,11.7585,74.58,116.35,742,109.557,24,8800,17.0,2019.0,30.4226,98.3
24.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,88.73,86.45,11.7585,68.98,95.54,742,112.5038,24,8800,17.0,2019.0,23.9108,92.28
21.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,72.4,72.4,11.7585,54.14,82.5,742,106.195,24,8800,17.0,2019.0,24.6236,72.4
72.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,249.11,242.84,11.7585,186.21,278.32,742,105.6508,24,8800,17.0,2019.0,24.0983,258.71
90.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,391.52,422.02,11.7585,332.02,419.86,742,110.7486,24,8800,17.0,2019.0,24.375,393.14
9.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,37.29,36.93,11.7585,32.87,41.87,742,109.755,24,8800,17.0,2019.0,24.1451,36.24
11.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,45.22,46.03,11.7585,39.33,47.43,742,109.8881,24,8800,17.0,2019.0,25.8222,44.74
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,30.05,30.05,11.7585,22.16,34.86,742,108.7564,24,8800,17.0,2019.0,25.5761,30.05
18.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,84.53,83.63,11.7585,76.89,88.37,742,109.8467,24,8800,17.0,2019.0,24.701,85.74
25.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,98.26,100.1,11.7585,80.33,107.15,742,110.1326,24,8800,17.0,2019.0,25.8964,97.17
4.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,16.35,15.33,11.7585,14.9,16.73,742,109.875,24,8800,17.0,2019.0,25.9139,15.32
700.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,248,109.6935,8,7431,8.0,2019.0,24.456,3410.88
48.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,172.47,160.96,11.7585,124.77,179.51,742,105.7961,24,8800,17.0,2019.0,24.1219,169.21
456.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,1921.87,1551.65,11.7585,1121.48,1620.73,742,108.9461,24,8800,17.0,2019.0,23.6253,1921.87
16.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,47.78,47.78,11.7585,35.16,55.47,742,104.6928,24,8800,17.0,2019.0,24.2911,47.78
230.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,743.09,813.53,11.7585,656.79,824.43,742,105.9683,24,8800,17.0,2019.0,24.1747,743.09
49.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,167.08,167.08,11.7585,123.16,190.64,742,110.25,24,8800,17.0,2019.0,23.467,167.08
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,41.11,41.84,11.7585,35.75,43.12,742,110.1155,24,8800,17.0,2019.0,25.8788,40.67
21.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,72.47,72.47,11.7585,54.22,82.57,742,108.8564,24,8800,17.0,2019.0,24.4811,72.47
66.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,247.1,260.19,11.7585,168.46,262.27,742,106.77,24,8800,17.0,2019.0,23.78,258.35
25.0,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,27.555,742,110.2332,24,8800,17.0,2019.0,22.8722,46.39
49.0,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,27.555,742,110.5211,24,8800,17.0,2019.0,26.1642,90.92
1040.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,3458.16,3585.52,11.7585,2679.43,4095.04,120,105.25,26,3704,18.0,2019.0,25.96,3475.33
660.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,248,113.565,8,1290,12.0,2019.0,23.0942,3215.97
360.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,258,113.51,26,1299,17.0,2019.0,22.86,1091.01
600.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,248,113.5228,8,1299,15.0,2019.0,22.8635,2923.61
2400.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,7733.68,7733.68,11.7585,5582.7,9321.48,120,113.9536,12,8800,31.0,2019.0,23.7657,7733.68
240.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,248,113.47,8,7519,17.0,2019.0,23.1196,1169.44
200.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,248,113.5648,8,3699,19.0,2019.0,23.0929,974.53
19.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,742,113.194,24,8800,17.0,2019.0,23.1052,57.58
700.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,741,113.57,26,3701,17.0,2019.0,22.81,2121.42
1280.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,248,113.5678,8,3698,28.0,2019.0,22.8141,6237.04
240.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,248,113.2243,8,3700,35.0,2019.0,23.142,1169.44
33.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,112.63,112.63,11.7585,83.06,128.5,742,110.4816,24,8800,17.0,2019.0,29.3132,112.63
25.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,41.52,42.38,11.7585,38.82,43.15,773,114.823,28,8800,17.0,2019.0,31.823,42.37
20.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,35.6,35.16,11.7585,34.98,36.34,773,115.526,28,8800,17.0,2019.0,36.603,36.17
19.5,22.563,18.273,26.0715,13.0125,23.489,23.095,3,67.85,71.83,11.7585,64.67,81.83,330,124.1499,12,8800,29.0,2019.0,41.3149,75.24
