capacity_mw,generation_gwh_2016,generation_gwh_2017,generation_gwh_2015,generation_gwh_2018,generation_gwh_2014,generation_gwh_2013,primary_fuel,estimated_generation_gwh_2015,estimated_generation_gwh_2014,generation_gwh_2019,estimated_generation_gwh_2013,estimated_generation_gwh_2016,source,longitude,geolocation_source,owner,plant_age_years,year_of_capacity_data,latitude,estimated_generation_gwh_2017
50.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,7.2062,20,8036,51.0,2019.0,53.3422,193.77
4.4,22.563,18.273,26.0715,13.0125,23.489,23.095,7,6.41,6.29,11.7585,6.35,6.47,773,9.79,28,8800,17.0,2019.0,54.264,6.37
5.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,7.53,7.46,11.7585,7.29,7.61,692,6.8626,12,8800,17.0,2019.0,52.6223,7.53
1837.0,4207.677,4307.275,1285.332,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,7.3067,20,7083,17.0,2019.0,52.4819,7119.1
11.1,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,7.2979,20,7097,33.0,2019.0,51.5744,43.01
11.06,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,11.7903,20,3092,32.0,2019.0,48.3591,42.86
22.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,8.4088,20,5385,30.0,2019.0,51.9073,85.25
31.5,22.563,18.273,26.0715,13.0125,23.489,23.095,8,26.83,28.25,11.7585,27.62,27.555,495,9.3882,20,2794,22.0,2019.0,52.0988,66.28
18.4,22.563,18.273,26.0715,13.0125,23.489,23.095,3,88.36,80.95,11.7585,94.71,79.71,495,7.1278,20,7087,58.0,2019.0,49.9767,72.71
5.1,22.563,18.273,26.0715,13.0125,23.489,23.095,7,7.6,7.72,11.7585,6.92,7.41,625,12.1962,12,8800,17.0,2019.0,48.6759,7.19
36.5,22.563,18.273,26.0715,13.0125,23.489,23.095,3,151.03,132.43,11.7585,169.74,132.17,495,13.1585,20,4314,82.0,2019.0,48.2935,131.28
11.4,22.563,18.273,26.0715,13.0125,23.489,23.095,7,17.4,17.19,11.7585,16.36,17.38,291,9.9204,12,8800,17.0,2019.0,50.0029,17.13
8.5,22.563,18.273,26.0715,13.0125,23.489,23.095,7,12.38,12.21,11.7585,11.6,12.47,773,12.1719,28,8800,17.0,2019.0,51.3928,12.33
34.4,22.563,18.273,26.0715,13.0125,23.489,23.095,7,49.54,49.52,11.7585,48.02,49.97,692,9.481,12,8800,17.0,2019.0,49.7081,49.86
7.44,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,11.7903,20,3092,21.0,2019.0,48.3591,28.83
220.0,131.647,18.273,26.0715,13.0125,23.489,23.095,3,571.27,428.59,11.7585,750.85,451.45,495,9.9245,20,8036,60.0,2019.0,51.8991,380.78
5.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,7.56,7.53,11.7585,6.9,7.47,625,12.4787,12,8800,17.0,2019.0,51.1966,7.3
12.6,22.563,18.273,26.0715,13.0125,23.489,23.095,3,54.24,47.99,11.7585,64.19,54.29,495,12.7978,20,2411,36.0,2019.0,48.6961,48.14
28.0,2376.068,2458.537,1949.476,13.0125,23.489,23.095,8,26.83,28.25,11.7585,27.62,27.555,495,8.4262,20,8374,57.0,2019.0,49.4851,58.91
33.5,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,495,9.484,20,8080,36.0,2019.0,51.2791,164.69
18.9,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,6.6965,20,3234,32.0,2019.0,51.2171,73.24
10.1,22.563,18.273,26.0715,13.0125,23.489,23.095,3,48.3,42.94,11.7585,51.18,42.95,495,10.4118,20,6013,59.0,2019.0,48.5584,39.0
16.4,22.563,18.273,26.0715,13.0125,23.489,23.095,3,78.92,72.15,11.7585,84.42,71.04,495,7.2259,20,7087,61.0,2019.0,50.1239,64.81
1.6,22.563,18.273,26.0715,13.0125,23.489,23.095,7,2.1,2.18,11.7585,2.2,2.08,215,13.5719,12,8800,17.0,2019.0,48.595,2.01
38.2,22.563,18.273,26.0715,13.0125,23.489,23.095,3,141.44,126.72,11.7585,167.56,128.61,495,12.1561,20,8935,54.0,2019.0,47.9609,119.93
5.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,7.53,7.43,11.7585,7.23,7.55,773,12.0125,28,8800,17.0,2019.0,52.4311,7.54
5.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,7.57,7.53,11.7585,7.04,7.22,773,10.245,28,8800,17.0,2019.0,49.204,7.21
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,14.91,15.09,11.7585,13.69,14.38,773,11.82,28,8800,17.0,2019.0,49.199,14.48
4.8,22.563,18.273,26.0715,13.0125,23.489,23.095,7,7.86,7.85,11.7585,7.43,7.81,773,12.47,28,8800,17.0,2019.0,53.351,7.71
84.9,22.563,18.273,26.0715,13.0125,23.489,23.095,7,124.42,122.68,11.7585,119.84,125.13,210,13.7012,12,8800,17.0,2019.0,52.8224,123.81
195.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,495,9.4324,20,7992,38.0,2019.0,54.8049,958.69
3.6,22.563,18.273,26.0715,13.0125,23.489,23.095,7,5.16,5.16,11.7585,5.2,5.27,85,14.6298,12,8800,17.0,2019.0,51.721,5.26
15.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,495,6.6636,20,7094,40.0,2019.0,50.9456,73.74
823.0,230.636,434.319,400.634,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,11.0077,20,2411,17.0,2019.0,49.4208,3189.45
5.9,22.563,18.273,26.0715,13.0125,23.489,23.095,7,8.63,8.62,11.7585,8.46,8.8,773,13.0681,28,8800,17.0,2019.0,52.1123,8.79
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,14.84,14.84,11.7585,14.37,15.11,773,14.398,28,8800,17.0,2019.0,51.703,15.05
3.3,22.563,18.273,26.0715,13.0125,23.489,23.095,7,4.48,4.64,11.7585,4.98,4.39,646,10.2413,12,8800,17.0,2019.0,48.0058,4.49
3.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,4.32,4.37,11.7585,4.26,4.24,644,13.3746,12,8800,17.0,2019.0,50.9085,4.25
7.3,22.563,18.273,26.0715,13.0125,23.489,23.095,7,10.72,10.69,11.7585,10.44,10.94,369,8.0716,12,8800,17.0,2019.0,49.7028,10.91
5.2,22.563,18.273,26.0715,13.0125,23.489,23.095,7,7.83,7.73,11.7585,7.41,7.89,773,7.221,28,8800,17.0,2019.0,49.5233,7.85
8.5,22.563,18.273,26.0715,13.0125,23.489,23.095,7,12.42,12.38,11.7585,11.84,12.48,773,13.537,28,8800,17.0,2019.0,53.672,12.19
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,15.06,15.01,11.7585,14.38,15.12,773,13.5108,28,8800,17.0,2019.0,53.7313,14.81
7.6,22.563,18.273,26.0715,13.0125,23.489,23.095,7,11.34,11.31,11.7585,10.85,11.39,773,13.5,28,8800,17.0,2019.0,53.695,11.13
562.0,3149.7,18.273,3519.583,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,495,6.5771,20,7094,62.0,2019.0,51.0574,2762.99
4.2,22.563,18.273,26.0715,13.0125,23.489,23.095,7,6.04,6.11,11.7585,5.69,5.84,85,11.0995,12,8800,17.0,2019.0,48.4765,5.89
5.9,22.563,18.273,26.0715,13.0125,23.489,23.095,7,8.75,8.79,11.7585,7.95,8.64,773,11.7039,28,8800,17.0,2019.0,51.139,8.33
9.9,22.563,18.273,26.0715,13.0125,23.489,23.095,7,14.91,14.69,11.7585,14.35,14.98,773,11.203,28,8800,17.0,2019.0,52.835,14.9
6.3,22.563,18.273,26.0715,13.0125,23.489,23.095,7,9.39,9.22,11.7585,9.07,9.41,773,11.207,28,8800,17.0,2019.0,52.838,9.39
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,14.84,14.83,11.7585,14.4,15.05,773,14.091,28,8800,17.0,2019.0,52.385,15.09
39.6,22.563,18.273,26.0715,13.0125,23.489,23.095,7,56.68,56.63,11.7585,55.47,57.42,210,14.0955,12,8800,17.0,2019.0,52.3888,57.78
103.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,495,6.6541,20,2047,62.0,2019.0,51.3689,506.38
13.4,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,12.4634,20,3458,26.0,2019.0,48.6403,51.93
272.0,1174.86,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,495,9.6486,20,3394,35.0,2019.0,52.42,1337.25
230.0,134.167,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,9.7142,20,7994,17.0,2019.0,52.3729,891.34
1958.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,495,8.4891,27,3653,44.0,2019.0,49.4452,9626.24
24.4,22.563,18.273,26.0715,13.0125,23.489,23.095,8,26.83,28.25,11.7585,27.62,27.555,495,10.224,20,3475,30.0,2019.0,50.0297,51.34
61.5,22.563,18.273,26.0715,13.0125,23.489,23.095,8,26.83,28.25,11.7585,27.62,27.555,495,6.8344,20,3492,17.0,2019.0,51.4855,129.41
94.6,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,8.6501,20,3851,11.0,2019.0,49.8849,366.61
13.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,10.2457,20,2327,24.0,2019.0,52.6235,50.38
27.4,22.563,18.273,26.0715,13.0125,23.489,23.095,7,39.17,39.18,11.7585,38.18,39.95,210,13.6862,12,8800,17.0,2019.0,51.7306,39.43
2.3,22.563,18.273,26.0715,13.0125,23.489,23.095,7,3.22,3.21,11.7585,3.35,3.22,580,11.4306,12,8800,17.0,2019.0,52.5307,3.24
25.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,100.42,91.53,11.7585,117.96,91.89,495,12.3111,20,8935,86.0,2019.0,48.154,92.88
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,14.84,14.83,11.7585,14.47,15.05,773,13.965,28,8800,17.0,2019.0,52.528,15.03
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,14.31,15.0,11.7585,14.98,14.08,773,11.982,28,8800,17.0,2019.0,50.3471,13.95
4.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,5.59,5.82,11.7585,6.19,5.49,773,11.975,28,8800,17.0,2019.0,50.345,5.45
6.5,22.563,18.273,26.0715,13.0125,23.489,23.095,7,9.14,9.64,11.7585,9.68,9.01,773,12.022,28,8800,17.0,2019.0,50.331,8.92
119.1,22.563,18.273,26.0715,13.0125,23.489,23.095,3,416.96,350.54,11.7585,644.05,350.58,495,10.3359,20,8905,66.0,2019.0,53.426,350.54
5.5,22.563,18.273,26.0715,13.0125,23.489,23.095,7,7.87,8.28,11.7585,8.31,7.72,773,11.6946,28,8800,17.0,2019.0,50.0976,7.49
6.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,8.9,8.93,11.7585,8.08,8.45,773,11.653,28,8800,17.0,2019.0,48.689,8.48
6.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,8.9,8.93,11.7585,8.08,8.45,773,11.6479,28,8800,17.0,2019.0,48.7088,8.48
25.0,22.563,18.273,26.0715,13.0125,23.489,23.095,3,107.05,93.19,11.7585,119.35,93.44,495,12.344,20,6952,39.0,2019.0,48.9748,93.93
1.8,22.563,18.273,26.0715,13.0125,23.489,23.095,7,2.39,2.38,11.7585,2.27,2.29,666,11.4471,12,8800,17.0,2019.0,48.9435,2.28
3.3,22.563,18.273,26.0715,13.0125,23.489,23.095,7,4.75,4.72,11.7585,4.62,4.8,267,10.0001,12,8800,17.0,2019.0,49.575,4.8
1.4,22.563,18.273,26.0715,13.0125,23.489,23.095,7,1.86,1.87,11.7585,1.86,1.86,133,9.165,12,8800,17.0,2019.0,50.2127,1.85
1391.0,204.757,133.487,567.611,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,11.58,20,3395,17.0,2019.0,48.767,5390.68
24.7,22.563,18.273,26.0715,13.0125,23.489,23.095,7,35.82,35.59,11.7585,34.8,36.17,369,7.084,12,8800,17.0,2019.0,52.5909,35.82
1.7,22.563,18.273,26.0715,13.0125,23.489,23.095,7,2.23,2.29,11.7585,2.25,2.17,77,12.977,12,8800,17.0,2019.0,48.6196,2.15
2004.5,2524.903,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,7.7099,20,7083,17.0,2019.0,51.6725,7768.23
3.8,22.563,18.273,26.0715,13.0125,23.489,23.095,7,5.44,5.4,11.7585,5.37,5.31,673,10.0631,12,8800,17.0,2019.0,50.9669,5.19
8.6,22.563,18.273,26.0715,13.0125,23.489,23.095,7,12.99,12.8,11.7585,12.53,12.99,133,11.7523,12,8800,17.0,2019.0,52.1841,13.01
5.9,22.563,18.273,26.0715,13.0125,23.489,23.095,7,8.74,8.62,11.7585,8.22,8.8,647,11.9631,12,8800,17.0,2019.0,51.3398,8.8
85.0,22.563,18.273,26.0715,13.0125,23.489,23.095,6,26.83,28.25,11.7585,27.62,27.555,495,6.7315,20,198,14.0,2019.0,49.3548,281.03
28.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,40.48,39.9,11.7585,38.49,40.52,636,9.9653,12,8800,17.0,2019.0,49.6499,40.41
8.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,11.82,11.81,11.7585,11.54,12.03,210,13.1449,12,8800,17.0,2019.0,52.2394,11.98
3.9,22.563,18.273,26.0715,13.0125,23.489,23.095,7,5.61,5.57,11.7585,5.5,5.7,648,12.1924,12,8800,17.0,2019.0,51.5886,5.67
4.2,22.563,18.273,26.0715,13.0125,23.489,23.095,7,6.04,5.98,11.7585,5.88,6.13,210,12.2345,12,8800,17.0,2019.0,51.4452,6.11
400.0,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,1354.01,72,6.367,27,3852,9.0,2019.0,54.509,1399.69
6.4,22.563,18.273,26.0715,13.0125,23.489,23.095,7,9.42,9.53,11.7585,8.54,9.14,267,9.991,12,8800,17.0,2019.0,48.698,9.12
6.4,22.563,18.273,26.0715,13.0125,23.489,23.095,7,9.53,9.49,11.7585,9.12,9.55,699,12.6925,12,8800,17.0,2019.0,53.978,9.42
263.1,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,11.7585,27.62,941.67,72,6.994,27,8800,9.0,2019.0,54.041,966.32
2.8,22.563,18.273,26.0715,13.0125,23.489,23.095,7,3.98,3.96,11.7585,4.05,4.01,133,9.2008,12,8800,17.0,2019.0,49.999,3.99
1052.0,1633.216,1783.882,1690.044,13.0125,23.489,23.095,3,2693.53,2246.4,11.7585,4017.57,2252.55,495,11.0209,20,8905,17.0,2019.0,50.5098,2246.4
3.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,4.35,4.33,11.7585,4.25,4.33,636,10.1884,12,8800,17.0,2019.0,49.5756,4.31
6.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,8.87,8.78,11.7585,8.62,9.0,773,12.3845,28,8800,17.0,2019.0,51.7126,8.93
7.4,22.563,18.273,26.0715,13.0125,23.489,23.095,7,10.87,10.86,11.7585,10.55,11.07,264,8.4716,12,8800,17.0,2019.0,49.225,11.06
11.8,22.563,18.273,26.0715,13.0125,23.489,23.095,7,17.66,18.13,11.7585,16.85,17.33,86,10.6677,12,8800,17.0,2019.0,50.9393,17.11
8.2,22.563,18.273,26.0715,13.0125,23.489,23.095,7,12.01,11.97,11.7585,11.08,11.44,773,10.8128,28,8800,17.0,2019.0,49.3548,11.36
8.4,22.563,18.273,26.0715,13.0125,23.489,23.095,7,12.32,12.1,11.7585,11.59,12.32,773,11.5728,28,8800,17.0,2019.0,53.2651,12.19
2.2,22.563,18.273,26.0715,13.0125,23.489,23.095,7,3.1,3.1,11.7585,3.24,3.08,699,10.8301,12,8800,17.0,2019.0,50.9393,3.07
16.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,24.36,24.53,11.7585,22.73,23.45,773,11.978,28,8800,17.0,2019.0,49.684,23.21
4.5,22.563,18.273,26.0715,13.0125,23.489,23.095,7,6.59,6.55,11.7585,6.11,6.29,267,11.328,12,8800,17.0,2019.0,49.0897,6.27
8.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,11.95,11.81,11.7585,11.29,12.08,773,12.2829,28,8800,17.0,2019.0,51.6379,12.0
1.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,1.37,1.37,11.7585,1.34,1.37,456,13.4902,12,8800,17.0,2019.0,53.9597,1.35
8.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,12.0,12.0,11.7585,11.55,12.04,773,13.05,28,8800,17.0,2019.0,54.126,11.81
1360.0,8416.703,9133.248,9755.002,13.0125,23.489,23.095,4,26.83,28.25,11.7585,27.62,27.555,495,9.4135,20,2410,39.0,2019.0,52.0356,9139.79
9.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,13.61,13.37,11.7585,13.1,13.62,773,9.83,28,8800,17.0,2019.0,54.226,13.49
9.3,22.563,18.273,26.0715,13.0125,23.489,23.095,7,14.07,14.05,11.7585,13.24,14.1,773,12.4741,28,8800,17.0,2019.0,53.7951,13.87
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,14.84,14.83,11.7585,14.45,15.11,773,13.266,28,8800,17.0,2019.0,52.338,15.07
7.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,10.49,10.44,11.7585,9.73,9.97,773,10.7341,28,8800,17.0,2019.0,49.3429,9.9
8.5,22.563,18.273,26.0715,13.0125,23.489,23.095,7,12.42,12.23,11.7585,11.67,12.48,773,6.824,28,8800,17.0,2019.0,49.166,12.43
4.5,22.563,18.273,26.0715,13.0125,23.489,23.095,7,6.54,6.46,11.7585,6.34,6.62,773,6.8147,28,8800,17.0,2019.0,49.1804,6.6
7.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,10.42,10.39,11.7585,9.68,10.46,773,11.4944,28,8800,17.0,2019.0,51.6305,10.23
6.9,22.563,18.273,26.0715,13.0125,23.489,23.095,7,10.32,10.1,11.7585,9.8,10.29,231,11.4629,12,8800,17.0,2019.0,53.8064,10.27
2.1,22.563,18.273,26.0715,13.0125,23.489,23.095,7,2.96,2.99,11.7585,3.09,2.96,210,10.5654,12,8800,17.0,2019.0,51.1407,2.93
49.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,495,11.714,20,7036,45.0,2019.0,51.4627,240.9
6.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,8.87,8.78,11.7585,8.62,8.98,773,12.405,28,8800,17.0,2019.0,51.734,8.93
8.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,11.93,11.82,11.7585,11.55,12.07,773,12.401,28,8800,17.0,2019.0,51.729,12.0
4.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,5.72,5.72,11.7585,5.73,5.86,773,13.697,28,8800,17.0,2019.0,51.653,5.79
3.4,22.563,18.273,26.0715,13.0125,23.489,23.095,7,4.86,4.86,11.7585,4.9,4.95,699,13.5836,12,8800,17.0,2019.0,51.4044,4.95
7.5,22.563,18.273,26.0715,13.0125,23.489,23.095,7,11.16,11.01,11.7585,10.74,11.29,580,13.2193,12,8800,17.0,2019.0,52.8643,11.16
100.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,6.7313,20,7990,24.0,2019.0,51.2214,387.54
60.1,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,7.8452,20,7798,26.0,2019.0,48.0202,232.91
78.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,9.4379,20,9019,11.0,2019.0,51.2531,302.28
106.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,12.327,20,2835,24.0,2019.0,51.6257,410.79
37.5,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,8.5333,20,7986,19.0,2019.0,52.0333,145.32
52.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,12.0193,20,4259,26.0,2019.0,51.2998,201.52
108.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,12.0819,20,8004,28.0,2019.0,54.1255,418.54
122.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,13.8891,20,603,30.0,2019.0,51.4762,472.79
127.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,10.0658,20,8909,15.0,2019.0,53.5267,492.17
47.0,215.268,205.907,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,9.1558,20,2333,11.0,2019.0,49.9882,182.14
112.1,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,8.4141,20,96,25.0,2019.0,49.992,434.43
75.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,13.2951,20,5667,27.0,2019.0,53.5745,290.65
132.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,11.5738,20,4773,28.0,2019.0,51.8655,511.55
17.2,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,8.4709,20,2727,19.0,2019.0,49.5307,66.65
10.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,14.83,14.83,11.7585,14.47,15.05,773,14.654,28,8800,17.0,2019.0,51.953,15.09
14.8,22.563,18.273,26.0715,13.0125,23.489,23.095,3,64.81,57.64,11.7585,76.67,60.54,495,12.398,20,2411,67.0,2019.0,48.6225,57.64
1.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,1.33,1.31,11.7585,1.28,1.29,369,10.3783,12,8800,17.0,2019.0,48.546,1.28
2.7,22.563,18.273,26.0715,13.0125,23.489,23.095,7,3.81,3.7,11.7585,3.78,3.84,250,10.3557,12,8800,17.0,2019.0,48.5393,3.77
5.4,22.563,18.273,26.0715,13.0125,23.489,23.095,7,8.15,8.16,11.7585,7.36,8.03,773,10.9936,28,8800,17.0,2019.0,51.3385,7.69
4.1,22.563,18.273,26.0715,13.0125,23.489,23.095,7,5.97,5.86,11.7585,5.86,5.99,773,12.166,28,8800,17.0,2019.0,53.8091,5.98
32.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,47.05,46.6,11.7585,45.54,47.18,773,12.237,28,8800,17.0,2019.0,53.797,46.61
6.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,8.97,8.94,11.7585,8.08,8.54,210,14.9662,12,8800,17.0,2019.0,51.1853,8.48
8.4,22.563,18.273,26.0715,13.0125,23.489,23.095,7,12.35,12.12,11.7585,11.53,12.16,124,7.035,12,8800,17.0,2019.0,49.3386,12.33
1.3,22.563,18.273,26.0715,13.0125,23.489,23.095,7,1.69,1.74,11.7585,1.73,1.66,77,12.9651,12,8800,17.0,2019.0,48.626,1.64
24.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,12.1193,20,3846,23.0,2019.0,47.796,93.0
14.7,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,13.385,20,2732,28.0,2019.0,54.0973,56.96
23.1,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,6.8616,20,2737,52.0,2019.0,51.4707,89.52
30.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,8.221,20,8304,32.0,2019.0,49.5991,116.26
24.5,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,6.8616,20,2737,29.0,2019.0,51.4707,94.94
9.7,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,10.2206,20,8517,30.0,2019.0,50.8003,37.59
82.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,7.2003,20,9326,19.0,2019.0,51.2689,317.78
13.5,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,10.6987,20,8005,29.0,2019.0,50.6315,52.31
36.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,13.9711,20,7988,27.0,2019.0,51.5122,139.51
57.2,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,12.9231,20,2541,38.0,2019.0,50.857,221.67
263.0,1478.562,1441.149,1222.517,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,13.7086,20,2326,29.0,2019.0,51.0421,1019.23
57.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,10.6514,20,6249,16.0,2019.0,49.984,220.89
109.1,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,11.0299,20,8264,17.0,2019.0,50.9848,422.8
17.4,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,495,11.0015,20,2899,44.0,2019.0,49.5928,85.54
28.5,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,11.0016,20,2899,17.0,2019.0,49.593,110.44
42.0,1358.779,962.789,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,6.8792,20,8044,21.0,2019.0,49.249,162.76
27.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,7.8423,20,8797,23.0,2019.0,48.0056,104.63
18.8,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,9.9337,20,3439,26.0,2019.0,51.5534,72.85
254.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,11.9643,20,2961,17.0,2019.0,51.481,984.35
44.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,7.2503,20,7987,10.0,2019.0,51.508,170.51
31.0,22.563,18.273,26.0715,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,10.1267,20,7996,17.0,2019.0,54.3275,120.13
95.0,22.563,18.273,26.0715,13.0125,23.489,23.095,0,26.83,28.25,11.7585,27.62,27.555,495,6.752,20,7989,39.0,2019.0,51.4293,467.05
274.0,1037.938,995.093,223.406,13.0125,23.489,23.095,1,26.83,28.25,11.7585,27.62,27.555,495,6.7478,20,7989,19.0,2019.0,51.3907,1061.85
